description,shipping,editors_choice,time_published,category,time_modified,url,uuid,hotness,title,picture_url,price
"B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169218"">Samsung 42.5"" 1080p LED-Backlit LCD HD Smart Television</a>, model no. UN43M5300AFXZA, for <strong>$299.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $48. It features a native resolution of 1920x1080 (1080p), Smart Hub (with access to Netflix, Amazon Instant Video, Hulu, etc.), and two HDMI inputs.",free shipping,,2017-12-31T16:55:00-05:00,TVS,,https://www.dealnews.com/Samsung-43-1080-p-LED-LCD-HD-Smart-TV-for-300-free-shipping/2169218.html,2169218,2,"Samsung 43"" 1080p LED LCD HD Smart TV","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbimbniikr6jms6tcylf",$300
"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169209"">The Office: The Complete Series on DVD</a> for <strong>$36.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $13 and the second-best deal we've seen for this set. (It was a buck less in October.) This set includes all 201 episodes.",free shipping,,2017-12-31T16:44:00-05:00,DVD MOVIES,,https://www.dealnews.com/The-Office-The-Complete-Series-on-DVD-for-37-free-shipping/2169209.html,2169209,3,The Office: The Complete Series on DVD,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/goamcs2zsybnxuue8lo6",$37
"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169194"">DeLonghi Nespresso Lattissima Plus Espresso Maker</a> in Red for <strong>$229</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $51. It features a single-touch hot milk system, ""clean"" button for easy maintenance, automatic capsule ejection after brewing, and sliding drip tray.",free shipping,,2017-12-31T16:35:00-05:00,SMALL APPLIANCES,,https://www.dealnews.com/De-Longhi-Nespresso-Lattissima-Plus-Machine-for-229-free-shipping/2169194.html,2169194,3,DeLonghi Nespresso Lattissima Plus Machine,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wczzfcroeujqddtfd7jd",$229
"Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169206"">AmazonBasics Cotton Washcloth 24-Pack</a> in White for <b>$9.99</b>. Plus, Amazon Prime members bag <b>free shipping</b>. That's $4 off list and the lowest price we could find. Each towel measures 12"" x 12"".",free shipping w/ Prime,,2017-12-31T16:25:00-05:00,TOWELS,,https://www.dealnews.com/Amazon-Basics-Cotton-Washcloth-24-Pack-for-10-free-shipping-w-Prime/2169206.html,2169206,4,AmazonBasics Cotton Washcloth 24-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aebrqohfdmglkhu4akjy",$10
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169191"">Hawthorne Place Cabinet Knob 10-Pack</a> in Chrome/White for <b>$2.90</b>. Choose in-store <b>pickup</b> to avoid the $5.99 shipping charge. That's $10 off list and the lowest price we could find.",pickup at Walmart,,2017-12-31T16:10:00-05:00,HOME IMPROVEMENT,,https://www.dealnews.com/Hawthorne-Place-Cabinet-Knob-10-Pack-for-3-pickup-at-Walmart/2169191.html,2169191,4,Hawthorne Place Cabinet Knob 10-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xrjkibv3oqybjlhtdw2r",$3
"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169203"">CyberPower Grounding Adapter 2-Pack</a> for <strong>96 cents</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It lets you fit 3-prong plugs into 2-prong outlets.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",free shipping,,2017-12-31T15:55:00-05:00,POWER MANAGEMENT,,https://www.dealnews.com/Cyber-Power-Grounding-Adapter-2-Pack-for-1-w-25-purchase-free-shipping/2169203.html,2169203,4,CyberPower Grounding Adapter 2-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/emfa2o8eb0dvaaz5zcvl",$1 w/ $25 purchase
"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168360"">Soufull Multi-Functional Stainless Steel Scissors</a> for $10.55. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",free shipping w/ Prime,,2018-01-01T00:01:00-05:00,KITCHEN,,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2168360.html,2168360,,Soufull Stainless Steel Poultry Scissors,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",$9
"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169221"">DC Super Hero Girls Batgirl &amp; Vehicle Set</a> for <strong>$13.80</strong> with <strong>free shipping</strong>. That's $2 below our mention from two weeks ago, a current best by $2 (most stores charge at least $26), and the lowest price we've seen. (For further comparison, it was $18 on Black Friday.) It transforms from a rolling vehicle into a stationary play set and includes a Batgirl action figure.",free shipping w/Prime,True,2017-12-31T15:35:00-05:00,TOYS & HOBBIES,,https://www.dealnews.com/DC-Super-Hero-Girls-Batgirl-Vehicle-Set-for-14-free-shipping-w-Prime/2169221.html,2169221,2,DC Super Hero Girls Batgirl & Vehicle Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p3nkwjyirfuvyvjbarqv",$14
"Fry's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169215"">Rio / Robots / Horton Hears a Who Triple Feature on Blu-ray Disc</a> for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. Deal ends January 6.",free shipping,True,2017-12-31T15:20:00-05:00,BLU-RAY DISC MOVIES,,https://www.dealnews.com/Rio-Robots-Horton-Hears-a-Who-on-Blu-ray-for-4-free-shipping/2169215.html,2169215,3,Rio / Robots / Horton Hears a Who on Blu-ray,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/plukmuvvdbutfsljzy0x",$4
"For in-store pickup only, and with stock varying by ZIP code, Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169212"">The Internship / The Watch / Dodgeball Triple Feature on Blu-ray Disc</a> for <strong>$4.99</strong>. That's the lowest price we could find for this Vince Vaughn comedy collection by $14.",pickup at Fry's,True,2017-12-31T15:08:25-05:00,BLU-RAY DISC MOVIES,,https://www.dealnews.com/Internship-The-Watch-Dodgeball-on-Blu-ray-for-5-pickup-at-Frys/2169212.html,2169212,2,Internship / The Watch / Dodgeball on Blu-ray,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fo3wrwewdayfj4yp9efx",$5
"Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169182"">The Bridge On The River Kwai Limited Edition Steelbook on Blu-ray</a> for <b>$3.99</b> with <b>free shipping</b>. That's the lowest price we could find for this classic film by $5.",free shipping,,2017-12-31T14:20:00-05:00,BLU-RAY DISC MOVIES,,https://www.dealnews.com/The-Bridge-On-The-River-Kwai-on-Blu-ray-for-4-free-shipping/2169182.html,2169182,3,The Bridge On The River Kwai on Blu-ray,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fn10lkb5crejxxnsudqv",$4
"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169164"">PUMA Outlander Shoulder Laptop Bag</a> in Black or Grenadine for <b>$14.99</b> with <b>free shipping</b>. That's $2 under our October mention and the lowest price we could find by $5. It features an adjustable shoulder strap and measures 18"" x 13"" x 6"".",free shipping,,2017-12-31T13:45:00-05:00,LAPTOP BAGS,,https://www.dealnews.com/PUMA-Outlander-Shoulder-Laptop-Bag-for-15-free-shipping/2169164.html,2169164,4,PUMA Outlander Shoulder Laptop Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xeoigcu19npftw1g2rus",$15
"BestBuy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169167"">Blomkamp Limited Edition Digibook Collection: Chappie/District 9/Elysium on Blu-ray and Digital HD</a> for $9.99. Clip the $1 off coupon when you choose <strong>pickup</strong> at checkout to cut that price to <strong>$8.99</strong>. That's the lowest price we could find by $4.",pickup at Best Buy,,2017-12-31T13:25:00-05:00,BLU-RAY DISC MOVIES,,https://www.dealnews.com/Chappie-District-9-Elysium-on-Blu-ray-for-9-pickup-at-Best-Buy/2169167.html,2169167,3,Chappie / District 9 / Elysium on Blu-ray,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ektmtiijobigtwed1hle",$9
"Best Buy offers the 4-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090177,2169185"">Acer Intel Pentium Apollo Lake 1.1GHz 15.6"" 1080p Touchscreen Chromebook</a> in Silver bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169185"">Google Home Voice-Controlled Speaker</a> in White for <strong>$299</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago and $129 under the lowest price we could find for these items sold separately elsewhere. It features an Intel Pentium N4200 1.1GHz Apollo Lake quad-core processor, 15.6"" 1920x1080 (1080p) IPS LED-backlit touchscreen LCD, 4GB RAM, 32GB eMMC storage, 4-cell battery, and Google Chrome OS.",free shipping,True,2017-12-31T13:23:10-05:00,LAPTOPS,,https://www.dealnews.com/Acer-16-1080-p-Touch-Chromebook-Google-Home-for-299-free-shipping/2169185.html,2169185,3,"Acer 16"" 1080p Touch Chromebook, Google Home","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t69b4vmyz8gttll3brn6",$299
"Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169179"">Night at the Museum: 1 &amp; 2 on Blu-ray Disc</a> for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7.",free shipping,True,2017-12-31T13:17:58-05:00,BLU-RAY DISC MOVIES,,https://www.dealnews.com/Night-at-the-Museum-1-2-on-Blu-ray-for-4-free-shipping/2169179.html,2169179,3,Night at the Museum: 1 & 2 on Blu-ray,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4h5moru1wousc8ylhqz",$4
"Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169143"">John Scalzi's <i>The Collapsing Empire: The Interdependency, Book 1</i> Kindle eBook</a> for <strong>$2.99</strong>. That's the lowest price we could find by $10.",,,2017-12-31T13:10:00-05:00,EBOOKS,,https://www.dealnews.com/Scalzis-The-Collapsing-Empire-Kindle-eBook-for-3/2169143.html,2169143,3,"Scalzi's ""The Collapsing Empire"" Kindle eBook","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/toudbok6wbxjnxr2bbn7",$3
"Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168492"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089469,2168492"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,2017-12-29T15:35:48-05:00,CREDIT CARDS,,"https://www.dealnews.com/lw/click.html?20,2,2168492",2168492,,Southwest Rapid Rewards® Plus Credit Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq","40,000 points"
"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169110"">EAS 100% Pure Whey Protein Powder 2-lb. Tub</a> in Vanilla or Chocolate for <strong>$12.59</strong> with <strong>free shipping</strong> via the directions below. That's the lowest price we could find by $6, although we saw it for $2 less in March. It features 30 grams of protein per serving. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169110"">EAS 100% Pure Whey Protein Powder 2-lb. Tub</a> for $17.09
 </li>
 <li>clip the 25% off coupon
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$12.59</strong>
 </li>
</ol>
Be sure to cancel your subscription after receiving your item to avoid being billed for subsequent shipments.",free shipping,,2017-12-31T12:17:10-05:00,SUPPLEMENTS,,https://www.dealnews.com/EAS-Pure-Whey-Protein-Powder-2-lb.-Tub-for-13-free-shipping/2169110.html,2169110,3,EAS Pure Whey Protein Powder 2-lb. Tub,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rl6ojcth9y60ibznxtzp",$13
"With orders of $25 or more, Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169119"">Monty Python and the Holy Grail 40th Anniversary on Blu-ray</a> for <strong>$4.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with an order of $25 or more.",free shipping,,2017-12-31T12:12:55-05:00,BLU-RAY DISC MOVIES,,https://www.dealnews.com/Monty-Python-and-the-Holy-Grail-on-Blu-ray-for-5-w-25-purchase-free-shipping/2169119.html,2169119,3,Monty Python and the Holy Grail on Blu-ray,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/acimmujsuiydxcop9u6y",$5 w/ $25 purchase
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169131"">JCPenney</a> discounts a large selection of items during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090075,2169131"">New Year's Sale</a>, including <strong>up to 80% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090078,2169131"">clearance items</a>. Plus, coupon code ""32FORYOU"" takes an <b>extra 20% off</b> most orders with no minimum purchase required or an <strong>extra 30% off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090081,2169131"">$100 or more</a>. (It only takes 15% off select categories.) Alternatively, get an <strong>extra $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090084,2169131"">$25 or more</a> via coupon code ""COOLSALE"". Shipping adds <b>$8.95</b>, but orders of $99 or more bag free shipping. (In-store pickup is available for many items for $3.95, or free for most orders over $25.) Deal ends January 1.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s320/JCPenney/"">JCPenney Coupons</a>.</p>",free shipping w/ $99,,2017-12-31T12:07:56-05:00,AFTER CHRISTMAS SALES,,https://www.dealnews.com/JCPenney-New-Years-Sale-Extra-20-to-30-off-free-shipping-w-99/2169131.html,2169131,4,JCPenney New Year's Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rs0v3g6nagtlzuizm86p",Extra 20% to 30% off
"Monoprice offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169122"">Monoprice Bluetooth Wireless Earbuds</a> for $11.99. Coupon code ""NEW18"" cuts that price to <strong>$10.19</strong>. With <strong>$2.49</strong> for shipping, that's the lowest price we could find by $17. It features a 14.2mm driver, wireless Bluetooth connection, built-in rechargeable battery, and an in-line microphone. Deal ends January 1.",$3 shipping,,2017-12-31T11:50:00-05:00,HEADPHONES,,https://www.dealnews.com/Monoprice-Bluetooth-Wireless-Earbuds-for-10-3-s-h/2169122.html,2169122,3,Monoprice Bluetooth Wireless Earbuds,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/us9xq9yhqqkq2enpwphl",$10
"Overstock.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168675"">Abbyson Living Tanya 4-Piece Sectional Sofa</a> for Grey for $1,839.06. Add it to cart and click through this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090090,2168675"">link</a> to drop it to <strong>$1,798.19</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $41. It measures 146"" x 62"" x 36"" overall. Deal ends January 2.",free shipping,,2017-12-31T11:49:44-05:00,SOFAS & COUCHES,,https://www.dealnews.com/Abbyson-Living-4-Piece-Sectional-Sofa-for-1-798-free-shipping/2168675.html,2168675,4,Abbyson Living 4-Piece Sectional Sofa,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/evfa4ji4tjsb8kgjgdqd","$1,798"
"MacMall offers the 1.4-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169146"">Huawei MateBook Intel Skylake Core m5 1.1GHz 12"" 256GB Windows Touch Tablet PC</a> for <strong>$399.99</strong> with <strong>free shipping</strong>. That's $5 under our mention from last month and the lowest price we could find now, also by $5. It features an Intel Core m5-6Y54 1.1GHz Skylake dual-core processor, 12"" 2160x1440 (1440p) IPS touchscreen LCD, 8GB RAM, 256GB SSD, and Windows 10 Home 64-bit.",free shipping,,2017-12-31T11:47:31-05:00,LAPTOPS,,https://www.dealnews.com/Huawei-Skylake-m5-12-256-GB-Windows-Tablet-PC-for-400-free-shipping/2169146.html,2169146,4,"Huawei Skylake m5 12"" 256GB Windows Tablet PC","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iuobh5mi6mcgbbq8i0hw",$400
"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169125"">Columbia Women's Bugaboo Interchange 3-in-1 Jacket</a> in Dark Raspberry or Grey Ash for <strong>$113.73</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It's available in sizes XS to XL.",free shipping,,2017-12-31T11:07:19-05:00,COATS,,https://www.dealnews.com/Columbia-Womens-Bugaboo-Interchange-Jacket-for-114-free-shipping/2169125.html,2169125,3,Columbia Women's Bugaboo Interchange Jacket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/avz4pcmjyzlljifgoo7h",$114
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090141,2169116"">Joe's New Balance Outlet</a> takes <strong>up to 70% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090060,2169116"">New Balance shoes, apparel, and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090063,2169116"">End of the Year Clearance Sale</a>. (Prices are as marked.) Coupon code ""DOLLARSHIP"" unlocks <strong>$1</strong> shipping, or you can spend $99 or more to receive free shipping. (Shipping normally adds $6.95 for orders under $99.) Some exclusions may apply. A couple of best bets, each with <b>$1</b> for shipping via ""DOLLARSHIP"":
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169116"">New Balance Men's 573 Running Shoes</a> for <strong>$41.99</strong> (pictured, low by $5)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090066,2169116"">New Balance Women's Bomber Jacket</a> for <strong>$58</strong> (low by $9)
 </li>
</ul>",free shipping w/ $99,,,SHOES,2017-12-31T15:07:43-05:00,https://www.dealnews.com/Joes-New-Balance-End-of-the-Year-Clearance-Up-to-70-off-free-shipping-w-99/2169116.html,2169116,5,Joe's New Balance End of the Year Clearance,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/katr4lfyi3waggpadxos",Up to 70% off
"EssentialApparel offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169104"">Columbia Women's Arcadia II Rain Jacket</a> in several colors (Stormy Blue pictured) for $49.99. Coupon code ""EXTRA25"" cuts the price to <strong>$37.49</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $2. (However, we saw it in size XL only for $18 three weeks ago.) It's available in select sizes from XS to XL.",free shipping,,,COATS,2017-12-31T10:32:23-05:00,https://www.dealnews.com/Columbia-Womens-Arcadia-II-Rain-Jacket-for-37-free-shipping/2169104.html,2169104,3,Columbia Women's Arcadia II Rain Jacket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qxu3h05hnvl1lhe9ofrr",$37
"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168612"">Marriott Rewards® Premier Credit Card</a> and <strong>earn 80,000 Bonus Points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089679,2168612"">spend $3,000 on purchases</a> in the first 3 months from account opening. Plus, <strong>earn 7,500 Bonus Points</strong> when you add the first authorized user and make a purchase in the first 3 months from account opening. You'll also <strong>earn 5 points</strong> for every $1 spent at 5,700 Marriott locations, <strong>2 points</strong> for every $1 spent on airline tickets purchased directly with the airline, at car rental agencies, and restaurants, and <strong>1 point</strong> everywhere else. Other card features include <strong>1 Free Night Stay</strong> at a Category 1-5 location every year after your account anniversary date, <strong>15 credits</strong> toward your next Elite membership level after account approval and every year after account anniversary, and <strong>1 Elite Credit</strong> for every $3,000 spent on purchases. An $85 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089682,2168612"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,2017-12-31T00:01:00-05:00,CREDIT CARDS,,"https://www.dealnews.com/lw/click.html?20,2,2168612",2168612,,Marriott Rewards® Premier Credit Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqgroaw40es5ego2zmp5","Earn 80,000 Bonus Points"
"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169065"">Pinhole Nanny WiFi Cam</a> for <strong>$12.56</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8. It features automatic video recording and a built-in rechargeable battery.<br>
<br>
Note: These ship from China and may take up to four weeks to arrive.",free s&h from China,,,SECURITY CAMERAS,2017-12-31T13:58:37-05:00,https://www.dealnews.com/Pinhole-Nanny-Wi-Fi-Cam-for-13-free-s-h-from-China/2169065.html,2169065,4,Pinhole Nanny WiFi Cam,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ho1s5vcpqj8qpxwkqyrq",$13
